OBJECTID,TRACT_FIPS,ASTHMA_ADJRATE,ASTHMA_L95CI,ASTHMA_U95CI,ASTHMA_STATEADJRATE,ASTHMA_SL95CI,ASTHMA_SU95CI,TRACT_NAME,COUNTY_NAME,ASTHMA_DISPLAY,DIABETES_ADJRATE,DIABETES_L95CI,DIABETES_U95CI,DIABETES_STATEADJRATE,DIABETES_SL95CI,DIABETES_SU95CI,DIABETES_DISPLAY,HD_ADJRATE,HD_L95CI,HD_U95CI,HD_STATEADJRATE,HD_SL95CI,HD_SU95CI,HD_DISPLAY,LWB_ADJRATE,LWB_L95CI,LWB_U95CI,LWB_STATEADJRATE,LWB_SL95CI,LWB_SU95CI,LWB_DISPLAY,TF_ADJRATE,TF_L95CI,TF_U95CI,TF_STATEADJRATE,TF_SL95CI,TF_SU95CI,TF_DISPLAY,MVA_ADJRATE,MVA_L95CI,MVA_U95CI,MVA_STATEADJRATE,MVA_SL95CI,MVA_SU95CI,MVA_DISPLAY,SUICIDE_ADJRATE,SUICIDE_L95CI,SUICIDE_U95CI,SUICIDE_STATEADJRATE,SUICIDE_SL95CI,SUICIDE_SU95CI,SUICIDE_DISPLAY,INFLUENZA_ADJRATE,INFLUENZA_L95CI,INFLUENZA_U95CI,INFLUENZA_STATEADJRATE,INFLUENZA_SL95CI,INFLUENZA_SU95CI,INFLUENZA_DISPLAY,POD_DEATH_ADJRATE,POD_DEATH_L95CI,POD_DEATH_U95CI,POD_DEATH_STATEADJRATE,POD_DEATH_STATEL95CI,POD_DEATH_STATEU95CI,POD_DISPLAY
962,08031004006,529.32,429.11,629.53,619.91,617,622.82,"Census Tract 40.06, Denver County, Colorado",DENVER,Not Different Than State Average,684.57,582.21,786.93,1281.52,1277.48,1285.56,Lower Than State Average,122.47,76.87,168.06,127.12,125.8,128.44,Not Different Than State Average,4.76,2.13,7.39,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,26.18,9.79,50.48,20.68,20.15,21.22,Not Different Than State Average,54.6,29.17,87.94,54.87,54,55.75,Not Different Than State Average,11.84,2.11,29.47,9.25,8.89,9.6,Not Different Than State Average
963,08031003001,304.57,224.22,384.92,619.91,617,622.82,"Census Tract 30.01, Denver County, Colorado",DENVER,Lower Than State Average,552.75,437.49,668.01,1281.52,1277.48,1285.56,Lower Than State Average,39.75,6.61,72.9,127.12,125.8,128.44,Lower Than State Average,5.12,3.2,7.03,7.43,7.34,7.52,Lower Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,16.41,5.03,34.33,10.87,10.49,11.26,Not Different Than State Average,14.89,4.2,32.11,20.68,20.15,21.22,Not Different Than State Average,52.35,29.46,81.78,54.87,54,55.75,Not Different Than State Average,6.24,0.48,18.55,9.25,8.89,9.6,Not Different Than State Average
964,08031001403,669.3,491.89,846.7,619.91,617,622.82,"Census Tract 14.03, Denver County, Colorado",DENVER,Not Different Than State Average,1497.43,1279.09,1715.78,1281.52,1277.48,1285.56,Not Different Than State Average,154.3,79.78,228.82,127.12,125.8,128.44,Not Different Than State Average,10.06,5.39,14.74,7.43,7.34,7.52,Not Different Than State Average,17.65,3.37,42.8,7.01,6.78,7.24,Not Different Than State Average,0,0,0,10.87,10.49,11.26,No Events or Data Suppressed,36.34,12.33,73.01,20.68,20.15,21.22,Not Different Than State Average,74.76,37.58,124.6,54.87,54,55.75,Not Different Than State Average,16.23,2.29,42.84,9.25,8.89,9.6,Not Different Than State Average
965,08031006813,1253.5,1064.26,1442.73,619.91,617,622.82,"Census Tract 68.13, Denver County, Colorado",DENVER,Higher Than State Average,1749.24,1569.73,1928.76,1281.52,1277.48,1285.56,Higher Than State Average,201.44,144.43,258.45,127.12,125.8,128.44,Higher Than State Average,7.19,4.16,10.23,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,54.23,27.56,89.84,20.68,20.15,21.22,Higher Than State Average,91.56,44.24,138.88,54.87,54,55.75,Not Different Than State Average,15.96,3.53,37.33,9.25,8.89,9.6,Not Different Than State Average
966,08031006814,942.19,810.48,1073.89,619.91,617,622.82,"Census Tract 68.14, Denver County, Colorado",DENVER,Higher Than State Average,970.57,852.69,1088.46,1281.52,1277.48,1285.56,Lower Than State Average,82.42,47.02,117.82,127.12,125.8,128.44,Lower Than State Average,7.39,4.84,9.93,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,9.49,1.39,24.86,20.68,20.15,21.22,Not Different Than State Average,91.27,45,137.53,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
967,08031006811,697.52,601.91,793.13,619.91,617,622.82,"Census Tract 68.11, Denver County, Colorado",DENVER,Not Different Than State Average,1206.11,1093.07,1319.14,1281.52,1277.48,1285.56,Not Different Than State Average,207.06,152.12,262,127.12,125.8,128.44,Higher Than State Average,6.14,3.66,8.63,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,6.73,0.77,18.61,10.87,10.49,11.26,Not Different Than State Average,34.37,17.17,57.48,20.68,20.15,21.22,Not Different Than State Average,92.93,55.92,129.94,54.87,54,55.75,Higher Than State Average,7.66,1.1,20.14,9.25,8.89,9.6,Not Different Than State Average
968,08031007037,791.11,580.53,1001.69,619.91,617,622.82,"Census Tract 70.37, Denver County, Colorado",DENVER,Not Different Than State Average,3501.86,3102.9,3900.82,1281.52,1277.48,1285.56,Higher Than State Average,477.57,258.14,697,127.12,125.8,128.44,Higher Than State Average,9.5,6.37,12.63,7.43,7.34,7.52,Not Different Than State Average,7.27,1.9,16.09,7.01,6.78,7.24,Not Different Than State Average,0,0,0,10.87,10.49,11.26,No Events or Data Suppressed,22.25,6.86,46.45,20.68,20.15,21.22,Not Different Than State Average,46.48,22.27,79.49,54.87,54,55.75,Not Different Than State Average,15.66,3.45,36.67,9.25,8.89,9.6,Not Different Than State Average
969,08031007088,506.17,410.93,601.41,619.91,617,622.82,"Census Tract 70.88, Denver County, Colorado",DENVER,Lower Than State Average,812.31,693.71,930.92,1281.52,1277.48,1285.56,Lower Than State Average,119.71,82.57,156.86,127.12,125.8,128.44,Not Different Than State Average,6.09,3.56,8.61,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,21.2,6.91,43.29,10.87,10.49,11.26,Not Different Than State Average,18.91,5.63,39.99,20.68,20.15,21.22,Not Different Than State Average,63.21,28.93,97.5,54.87,54,55.75,Not Different Than State Average,13.27,2.78,31.55,9.25,8.89,9.6,Not Different Than State Average
970,08031007089,1255.31,1014.25,1496.38,619.91,617,622.82,"Census Tract 70.89, Denver County, Colorado",DENVER,Higher Than State Average,1628.06,1479.91,1776.21,1281.52,1277.48,1285.56,Higher Than State Average,113.24,87.12,139.35,127.12,125.8,128.44,Not Different Than State Average,6.5,3.08,9.92,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,22.08,7.71,43.84,10.87,10.49,11.26,Not Different Than State Average,35.39,16.21,61.96,20.68,20.15,21.22,Not Different Than State Average,45.91,26.94,64.87,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
971,08005081800,983.86,835.38,1132.35,619.91,617,622.82,"Census Tract 818, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average,2682.39,2403.58,2961.2,1281.52,1277.48,1285.56,Higher Than State Average,225.27,126.6,323.94,127.12,125.8,128.44,Not Different Than State Average,8.58,6.07,11.09,7.43,7.34,7.52,Not Different Than State Average,20.9,10.06,31.73,7.01,6.78,7.24,Higher Than State Average,17.04,5.26,35.54,10.87,10.49,11.26,Not Different Than State Average,,,,20.68,20.15,21.22,No Events or Data Suppressed,117.41,48.4,186.43,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
972,08005007500,943.3,776.47,1110.14,619.91,617,622.82,"Census Tract 75, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average,2381.97,2131.56,2632.38,1281.52,1277.48,1285.56,Higher Than State Average,156.29,91.35,221.23,127.12,125.8,128.44,Not Different Than State Average,7.65,3.8,11.5,7.43,7.34,7.52,Not Different Than State Average,45.16,18.23,83.34,7.01,6.78,7.24,Higher Than State Average,,,,10.87,10.49,11.26,No Events or Data Suppressed,,,,20.68,20.15,21.22,No Events or Data Suppressed,32.93,8.99,71.87,54.87,54,55.75,Not Different Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
973,08005082300,724.75,598.91,850.59,619.91,617,622.82,"Census Tract 823, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average,1413.2,1219.93,1606.48,1281.52,1277.48,1285.56,Not Different Than State Average,43.83,19.99,76.9,127.12,125.8,128.44,Lower Than State Average,9.8,6.47,13.14,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,0,0,0,10.87,10.49,11.26,No Events or Data Suppressed,14.53,2.76,35.54,20.68,20.15,21.22,Not Different Than State Average,45.78,21.32,79.48,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
974,08005081600,719.67,615.66,823.68,619.91,617,622.82,"Census Tract 816, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average,2064.39,1907.95,2220.83,1281.52,1277.48,1285.56,Higher Than State Average,179.31,135.2,223.42,127.12,125.8,128.44,Higher Than State Average,6.1,3.11,9.09,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,12.53,2.59,29.91,20.68,20.15,21.22,Not Different Than State Average,59.6,32.52,86.69,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
975,08005080700,1274.81,1142.08,1407.54,619.91,617,622.82,"Census Tract 807, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average,2777.29,2592.7,2961.89,1281.52,1277.48,1285.56,Higher Than State Average,114.68,77.3,152.07,127.12,125.8,128.44,Not Different Than State Average,9.25,6.41,12.09,7.43,7.34,7.52,Not Different Than State Average,8.99,2.35,19.86,7.01,6.78,7.24,Not Different Than State Average,,,,10.87,10.49,11.26,No Events or Data Suppressed,9.23,1.49,23.6,20.68,20.15,21.22,Not Different Than State Average,90.26,56.08,124.44,54.87,54,55.75,Higher Than State Average,12.16,2.78,28.17,9.25,8.89,9.6,Not Different Than State Average
976,08005006808,386.48,303.66,469.29,619.91,617,622.82,"Census Tract 68.08, Arapahoe County, Colorado",ARAPAHOE,Lower Than State Average,835.3,707.19,963.42,1281.52,1277.48,1285.56,Lower Than State Average,91.5,45.44,137.56,127.12,125.8,128.44,Not Different Than State Average,7.41,3.37,11.44,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,0,0,0,10.87,10.49,11.26,No Events or Data Suppressed,,,,20.68,20.15,21.22,No Events or Data Suppressed,43.9,23.16,71.21,54.87,54,55.75,Not Different Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
977,08005084600,810.78,701.49,920.06,619.91,617,622.82,"Census Tract 846, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average,1987.81,1817.48,2158.13,1281.52,1277.48,1285.56,Higher Than State Average,52.9,22.71,83.09,127.12,125.8,128.44,Lower Than State Average,9.38,6.13,12.64,7.43,7.34,7.52,Not Different Than State Average,13.56,3.55,29.89,7.01,6.78,7.24,Not Different Than State Average,17.97,5.54,37.51,10.87,10.49,11.26,Not Different Than State Average,24.49,9.39,46.7,20.68,20.15,21.22,Not Different Than State Average,39.15,16.36,61.94,54.87,54,55.75,Not Different Than State Average,29.21,12.39,53.14,9.25,8.89,9.6,Higher Than State Average
978,08005006711,436.74,341.16,532.31,619.91,617,622.82,"Census Tract 67.11, Arapahoe County, Colorado",ARAPAHOE,Lower Than State Average,949.71,819.51,1079.9,1281.52,1277.48,1285.56,Lower Than State Average,133.85,75.31,192.38,127.12,125.8,128.44,Not Different Than State Average,7.3,3.48,11.13,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,,,,20.68,20.15,21.22,No Events or Data Suppressed,52.76,26.34,88.27,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
979,08005006815,510.72,327.3,694.15,619.91,617,622.82,"Census Tract 68.15, Arapahoe County, Colorado",ARAPAHOE,Not Different Than State Average,806.31,628.26,984.37,1281.52,1277.48,1285.56,Lower Than State Average,305.97,96.79,515.15,127.12,125.8,128.44,Not Different Than State Average,11.11,6.4,15.82,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,32.54,13.61,59.59,20.68,20.15,21.22,Not Different Than State Average,140.95,97.17,192.82,54.87,54,55.75,Higher Than State Average,24.74,8.75,48.85,9.25,8.89,9.6,Not Different Than State Average
980,08005082600,1198.72,1058.7,1338.73,619.91,617,622.82,"Census Tract 826, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average,1912.96,1729.15,2096.78,1281.52,1277.48,1285.56,Higher Than State Average,123.07,70.62,175.51,127.12,125.8,128.44,Not Different Than State Average,10.32,7.58,13.05,7.43,7.34,7.52,Higher Than State Average,35.71,11.47,72.67,7.01,6.78,7.24,Higher Than State Average,11.17,2.2,27.05,10.87,10.49,11.26,Not Different Than State Average,25.26,10.03,47.4,20.68,20.15,21.22,Not Different Than State Average,144.38,91.89,196.87,54.87,54,55.75,Higher Than State Average,18.34,5.87,37.72,9.25,8.89,9.6,Not Different Than State Average
981,08005080200,954.57,847.93,1061.2,619.91,617,622.82,"Census Tract 802, Arapahoe County, Colorado",ARAPAHOE,Higher Than State Average,1535.78,1410.03,1661.53,1281.52,1277.48,1285.56,Higher Than State Average,97.42,67.43,127.42,127.12,125.8,128.44,Not Different Than State Average,6.81,4.23,9.39,7.43,7.34,7.52,Not Different Than State Average,10.35,1.97,25.2,7.01,6.78,7.24,Not Different Than State Average,,,,10.87,10.49,11.26,No Events or Data Suppressed,,,,20.68,20.15,21.22,No Events or Data Suppressed,85,53.75,116.26,54.87,54,55.75,Not Different Than State Average,15.19,4.71,31.63,9.25,8.89,9.6,Not Different Than State Average
982,08041003801,397.48,236.29,558.67,619.91,617,622.82,"Census Tract 38.01, El Paso County, Colorado",EL PASO,Lower Than State Average,1108.3,743.3,1473.31,1281.52,1277.48,1285.56,Not Different Than State Average,,,,127.12,125.8,128.44,No Events or Data Suppressed,6.44,3.05,9.82,7.43,7.34,7.52,Not Different Than State Average,13.95,2.66,33.92,7.01,6.78,7.24,Not Different Than State Average,0,0,0,10.87,10.49,11.26,No Events or Data Suppressed,0,0,0,20.68,20.15,21.22,No Events or Data Suppressed,,,,54.87,54,55.75,No Events or Data Suppressed,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
983,08041005111,601.62,499.18,704.05,619.91,617,622.82,"Census Tract 51.11, El Paso County, Colorado",EL PASO,Not Different Than State Average,1415.55,1242.9,1588.2,1281.52,1277.48,1285.56,Not Different Than State Average,164.11,86.95,241.26,127.12,125.8,128.44,Not Different Than State Average,8.19,6.19,10.2,7.43,7.34,7.52,Not Different Than State Average,9.42,4.29,16.53,7.01,6.78,7.24,Not Different Than State Average,,,,10.87,10.49,11.26,No Events or Data Suppressed,27.74,11.46,44.02,20.68,20.15,21.22,Not Different Than State Average,13.47,4.7,26.76,54.87,54,55.75,Lower Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
984,08041007101,889.86,708.16,1071.56,619.91,617,622.82,"Census Tract 71.01, El Paso County, Colorado",EL PASO,Higher Than State Average,2328.26,2039.22,2617.29,1281.52,1277.48,1285.56,Higher Than State Average,197.91,96.09,299.74,127.12,125.8,128.44,Not Different Than State Average,7.54,5.27,9.82,7.43,7.34,7.52,Not Different Than State Average,1.25,0.24,3.07,7.01,6.78,7.24,Lower Than State Average,0,0,0,10.87,10.49,11.26,No Events or Data Suppressed,8.24,2.34,17.73,20.68,20.15,21.22,Lower Than State Average,115.59,38.93,192.25,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
985,08041007201,318.14,269.49,366.78,619.91,617,622.82,"Census Tract 72.01, El Paso County, Colorado",EL PASO,Lower Than State Average,492.81,434.66,550.96,1281.52,1277.48,1285.56,Lower Than State Average,82.47,60.07,104.87,127.12,125.8,128.44,Lower Than State Average,7.71,5.29,10.13,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,6.58,1.51,15.22,10.87,10.49,11.26,Not Different Than State Average,31.45,16.2,46.7,20.68,20.15,21.22,Not Different Than State Average,22.24,9.55,34.93,54.87,54,55.75,Lower Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
986,08041006901,441.51,344.8,538.22,619.91,617,622.82,"Census Tract 69.01, El Paso County, Colorado",EL PASO,Lower Than State Average,1050.17,883.77,1216.57,1281.52,1277.48,1285.56,Lower Than State Average,98.73,63.97,140.99,127.12,125.8,128.44,Not Different Than State Average,7.19,4.16,10.23,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,21.65,7.37,43.45,10.87,10.49,11.26,Not Different Than State Average,9.49,1.3,25.19,20.68,20.15,21.22,Not Different Than State Average,34.66,15.59,61.24,54.87,54,55.75,Not Different Than State Average,18.55,5.61,39.01,9.25,8.89,9.6,Not Different Than State Average
987,08041006301,742.79,632.43,853.15,619.91,617,622.82,"Census Tract 63.01, El Paso County, Colorado",EL PASO,Higher Than State Average,1877.05,1686.87,2067.23,1281.52,1277.48,1285.56,Higher Than State Average,114.02,60.26,167.79,127.12,125.8,128.44,Not Different Than State Average,6.79,4.22,9.36,7.43,7.34,7.52,Not Different Than State Average,15.79,5.72,30.75,7.01,6.78,7.24,Not Different Than State Average,,,,10.87,10.49,11.26,No Events or Data Suppressed,15.32,3.97,34.07,20.68,20.15,21.22,Not Different Than State Average,61.88,28.19,95.58,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
988,08041006302,914.33,661,1167.66,619.91,617,622.82,"Census Tract 63.02, El Paso County, Colorado",EL PASO,Higher Than State Average,3586.48,3073,4099.95,1281.52,1277.48,1285.56,Higher Than State Average,207.44,63.8,351.08,127.12,125.8,128.44,Not Different Than State Average,9.4,7.32,11.49,7.43,7.34,7.52,Not Different Than State Average,42.31,21.28,70.09,7.01,6.78,7.24,Higher Than State Average,12.2,2.92,27.84,10.87,10.49,11.26,Not Different Than State Average,21.77,8.3,41.59,20.68,20.15,21.22,Not Different Than State Average,58.16,34.14,88.55,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
989,08041005110,784.06,656.64,911.49,619.91,617,622.82,"Census Tract 51.10, El Paso County, Colorado",EL PASO,Higher Than State Average,1705.31,1514.17,1896.46,1281.52,1277.48,1285.56,Higher Than State Average,67.77,27.95,107.59,127.12,125.8,128.44,Lower Than State Average,8.33,5.32,11.34,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,18.29,4.6,41.05,20.68,20.15,21.22,Not Different Than State Average,34.38,13.93,63.9,54.87,54,55.75,Not Different Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
990,08041006801,644.9,504.65,785.14,619.91,617,622.82,"Census Tract 68.01, El Paso County, Colorado",EL PASO,Not Different Than State Average,1234.28,1041.06,1427.49,1281.52,1277.48,1285.56,Not Different Than State Average,235.14,119.4,350.88,127.12,125.8,128.44,Not Different Than State Average,6.9,3.98,9.81,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,29.71,11.14,57.19,10.87,10.49,11.26,Not Different Than State Average,,,,20.68,20.15,21.22,No Events or Data Suppressed,49.25,24.07,83.36,54.87,54,55.75,Not Different Than State Average,12.45,2,31.81,9.25,8.89,9.6,Not Different Than State Average
991,08041006802,640.86,514.78,766.94,619.91,617,622.82,"Census Tract 68.02, El Paso County, Colorado",EL PASO,Not Different Than State Average,1083.65,912.57,1254.73,1281.52,1277.48,1285.56,Lower Than State Average,67.74,36.65,108.29,127.12,125.8,128.44,Lower Than State Average,7.58,3.89,11.26,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,,,,20.68,20.15,21.22,No Events or Data Suppressed,26.68,8.94,53.9,54.87,54,55.75,Lower Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
992,08041004601,822.57,691.86,953.28,619.91,617,622.82,"Census Tract 46.01, El Paso County, Colorado",EL PASO,Higher Than State Average,1173.01,1035.87,1310.16,1281.52,1277.48,1285.56,Not Different Than State Average,67.69,34.08,101.29,127.12,125.8,128.44,Lower Than State Average,7.25,4.11,10.39,7.43,7.34,7.52,Not Different Than State Average,25.53,9.29,49.52,7.01,6.78,7.24,Higher Than State Average,48.83,18.27,79.4,10.87,10.49,11.26,Higher Than State Average,50.59,24.83,85.42,20.68,20.15,21.22,Higher Than State Average,29.54,10.92,57.23,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
993,08041004511,762.55,609.74,915.37,619.91,617,622.82,"Census Tract 45.11, El Paso County, Colorado",EL PASO,Not Different Than State Average,2116.45,1860.28,2372.61,1281.52,1277.48,1285.56,Higher Than State Average,85.27,14.49,156.05,127.12,125.8,128.44,Not Different Than State Average,8.15,5.91,10.38,7.43,7.34,7.52,Not Different Than State Average,10.53,4.19,19.69,7.01,6.78,7.24,Not Different Than State Average,14.48,4.71,29.58,10.87,10.49,11.26,Not Different Than State Average,35.9,16.22,55.59,20.68,20.15,21.22,Not Different Than State Average,85.75,14.72,156.77,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
994,08041004602,599.85,497.05,702.66,619.91,617,622.82,"Census Tract 46.02, El Paso County, Colorado",EL PASO,Not Different Than State Average,1344,1199.28,1488.73,1281.52,1277.48,1285.56,Not Different Than State Average,150.3,93.84,206.76,127.12,125.8,128.44,Not Different Than State Average,9.4,5.66,13.14,7.43,7.34,7.52,Not Different Than State Average,10.91,3.94,21.29,7.01,6.78,7.24,Not Different Than State Average,36.12,15.79,64.75,10.87,10.49,11.26,Higher Than State Average,36.69,16.16,65.51,20.68,20.15,21.22,Not Different Than State Average,36.48,16.03,65.23,54.87,54,55.75,Not Different Than State Average,10.75,1.54,28.25,9.25,8.89,9.6,Not Different Than State Average
995,08041007601,651.71,561.32,742.1,619.91,617,622.82,"Census Tract 76.01, El Paso County, Colorado",EL PASO,Not Different Than State Average,1240.18,1111.03,1369.32,1281.52,1277.48,1285.56,Not Different Than State Average,142.07,83.52,200.63,127.12,125.8,128.44,Not Different Than State Average,8.06,5.85,10.27,7.43,7.34,7.52,Not Different Than State Average,4.88,1.94,9.14,7.01,6.78,7.24,Not Different Than State Average,,,,10.87,10.49,11.26,No Events or Data Suppressed,22.45,10.95,38.03,20.68,20.15,21.22,Not Different Than State Average,58.59,27.41,89.77,54.87,54,55.75,Not Different Than State Average,10.86,3.48,22.32,9.25,8.89,9.6,Not Different Than State Average
996,08041007602,632.56,502.17,762.94,619.91,617,622.82,"Census Tract 76.02, El Paso County, Colorado",EL PASO,Not Different Than State Average,1321.13,1138.21,1504.06,1281.52,1277.48,1285.56,Not Different Than State Average,118.88,62.45,175.31,127.12,125.8,128.44,Not Different Than State Average,9.57,4.49,16.31,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,19.38,4.28,45.39,10.87,10.49,11.26,Not Different Than State Average,29.01,9.31,59.6,20.68,20.15,21.22,Not Different Than State Average,58.21,28.04,99.27,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
